Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,On Hold,Backlog,To Do,Refined,In Development,Ready for test,In Testing,In Progress,Waiting for acceptance,Done,Abandoned,,,
,EASYPAY-328,Update XSD for pacs.008.001.08 in RT1/STEP2 for Incoming/Outgoing Domestic Flow,12/4/23,0.27h,309.20h,,,,,,,22.62h,0.88h,24.62h,72.83h,,,,21047.88h,,
,EASYPAY-325,[ISO Exchange] Some messages remain in status SENT_OUT,11/17/23,0.02h,0.52h,,,,,,,0.42h,0.32h,1.40h,73.75h,,,,21453.87h,,
,EASYPAY-319,Incoming International Payment clean up,4/19/24,1437.97h,1434.52h,,,,,,,747.07h,146.70h,94.02h,0.02h,,,,17762.95h,,
,EASYPAY-314,Einvoices: A default account must be selected during application and SOA creation,1/17/24,0.00h,1515.03h,,,,,,,20.53h,101.98h,16.75h,30.22h,,,,19987.42h,,
,EASYPAY-313,[DB] Change E-invoice service closing procedures,11/13/23,0.25h,41.30h,,,,,,,24.30h,4.88h,66.62h,5.60h,,,,21548.17h,,
,EASYPAY-371,iBank: BICorBEI labels disappear,11/23/23,245.68h,0.00h,,,,,,,0.00h,143.68h,22.25h,2.37h,,,,21307.15h,,
,EASYPAY-522,(TEST) Ensure only outgoing intra-group SEPA payment message screening in ProScan,5/31/24,3760.38h,1173.98h,,,,,,,0.03h,0.00h,78.77h,22.97h,,,,16748.82h,,
,EASYPAY-378,[DB] Credit incoming cross-border SEPA payments,1/12/24,0.02h,1095.85h,67.28h,,,,,,1.62h,75.02h,342.32h,96.45h,,,,20106.72h,,
,EASYPAY-380,Testing: debit correspondent account for incoming cross-border SEPA payment,12/29/23,0.05h,1095.60h,,,,,,,4.37h,,215.15h,25.03h,,,,20445.12h,,
,EASYPAY-377,Validate and save incoming cross-border SEPA payment into a single data store,1/17/24,0.08h,1095.80h,134.30h,,,,,,340.62h,29.38h,59.10h,139.57h,,,,19986.48h,,
,EASYPAY-381,Ensure incoming cross-border SEPA payment message screening in ProScan,1/12/24,0.13h,1095.57h,,,,,,,365.87h,22.70h,91.68h,98.00h,,,,20111.45h,,
,EASYPAY-379,Testing: receive and save incoming cross-border SEPA payment message,1/11/24,0.00h,1095.70h,,,,,,,4.48h,,480.08h,75.50h,,,,20129.72h,,
,EASYPAY-373,Create and send outgoing cross-border SEPA payment message,1/3/24,0.37h,813.28h,,,,,,,119.35h,76.65h,95.85h,358.60h,,,,20326.70h,,
,EASYPAY-372,Ensure outgoing cross-border SEPA payment message screening in ProScan,1/24/24,1.48h,1124.63h,13.22h,0.00h,,,,,366.02h,22.70h,370.53h,67.68h,,,,19848.53h,,
,EASYPAY-374,Testing: credit correspondent account for outgoing cross-border SEPA payment,12/28/23,0.78h,813.30h,,,,,,,288.02h,,3.83h,215.13h,,,,20470.15h,,
,EASYPAY-375,Enrich outgoing cross-border SEPA payment with customer data,1/17/24,0.97h,934.27h,,,,,,,142.63h,527.88h,1.13h,196.88h,,,,19987.65h,,
,EASYPAY-376,Read and validate outgoing cross-border SEPA payment from a single data store,1/8/24,1.00h,812.88h,,,,,,,96.18h,25.18h,501.80h,151.70h,,,,20202.72h,,
Production bug,EASYPAY-307,IBANK: Error displayed in incoming international payment screen if language is changed,11/7/23,187.70h,6.37h,,,,,,,0.00h,73.02h,14.87h,4.75h,,,,21693.23h,,
,EASYPAY-306,Update Rulebook sysglobal default value,10/30/23,0.00h,0.02h,,,,,,,0.03h,1.77h,25.22h,67.87h,,,,21889.98h,,
,EASYPAY-303,Ibank: address fields are shown as mandotary before sepa RB,11/15/23,0.42h,311.58h,,,,,,,52.37h,96.68h,42.02h,6.98h,,,,21498.82h,,
,EASYPAY-302,IBank: Wrong town area value is taken from defined payment to smart form,10/26/23,16.30h,0.00h,,,,,,,0.00h,8.47h,18.85h,0.50h,,,,21984.80h,,
,EASYPAY-308,"Old payments status ""In process"" in account statement",2/13/24,0.00h,2396.40h,,,,,,,99.02h,25.90h,0.80h,166.93h,,,,19340.40h,,
,EASYPAY-301,iBank: BICOrBEI is not updated to AnyBIC when editing mass payment with errors,11/10/23,0.00h,0.68h,,,,,,,19.88h,31.22h,261.08h,98.60h,,,,21619.68h,,
,EASYPAY-300,iBank: provided AnyBIC value is removed for domestic payment if payment is edited,11/3/23,0.00h,0.12h,,,,,,,19.47h,126.80h,22.17h,76.50h,,,,21787.15h,,
,EASYPAY-305,iBank LT: update PDFs for standing orders,10/30/23,66.43h,0.00h,,,,,,,27.18h,1.42h,68.03h,7.15h,,,,21882.55h,,
,EASYPAY-304,iBank LT: update PDFs for international payments,11/10/23,66.42h,0.00h,,,,,,,26.67h,245.35h,16.97h,75.57h,,,,21621.82h,,
,EASYPAY-298,Defined international form: : update BICorBEI to AnyBIC on payment initation,10/24/23,0.12h,0.00h,,,,,,,5.05h,89.48h,24.35h,6.73h,,,,22027.77h,,
,EASYPAY-297,Address field’s content doesn't fit inside element box,12/11/23,481.88h,318.23h,,,,,,,0.00h,352.22h,52.38h,98.62h,,,,20875.15h,,
,EASYPAY-296,SWIFT Standards changes 2023 in Trafis (Tunnel changes),10/30/23,0.13h,0.07h,,27.08h,,,,,16.97h,,151.20h,115.45h,,,,21888.05h,,
,EASYPAY-295,Structured address from original message not included in claim messages,10/27/23,5.63h,66.25h,,,,,,,0.30h,3.48h,117.67h,75.17h,,,,21957.90h,,
Production bug,EASYPAY-293,DB: procedure crebit.kontsern_toim.intress has to be same in all countries,10/19/23,18.00h,0.00h,,,,,,,0.18h,23.37h,124.10h,22.20h,,,,22151.98h,,
,EASYPAY-290,Stop SEPA payment messages in Sepa-exchange based on SysGlobal value,10/30/23,0.23h,41.07h,,,,,,,117.95h,4.73h,242.75h,70.82h,,,,21885.90h,,
,EASYPAY-289,[DB] create new error code for domestic payment import,10/10/23,1.88h,,,,,,,,,,,,,,,,22364.95h,
,EASYPAY-288,Defined domestic payment: update BICorBEI to AnyBIC on payment initation,10/13/23,0.02h,0.00h,,,,,,,0.00h,20.93h,25.28h,29.43h,,,,22292.10h,,
Production bug,EASYPAY-284,GIRO: customer can't execute giro payment to III pension pillar,10/9/23,0.05h,0.00h,,,,,,,65.47h,1.40h,0.98h,0.72h,,,,22390.88h,,
,EASYPAY-285,Use correct original message version in outgoing messages,10/31/23,18.50h,141.62h,,1.10h,,,,,21.48h,96.73h,52.58h,287.62h,,,,21864.03h,,
,EASYPAY-283,Additional mapping for incoming/outgoing domestic/cross border pacs.004.001.09 (Payment Return) message,10/23/23,0.15h,19.70h,89.20h,,,,,,190.68h,5.77h,25.30h,125.05h,,,,22054.27h,,
,EASYPAY-282,[DB] New DB field CLEARING_SYSTEM_PROPRIETARY in VM.SEPA_RETURN_ORIG table,10/6/23,0.05h,19.88h,,,,,,,27.58h,0.78h,,,,,,,22462.02h,
,EASYPAY-281,[DB] New DB field CLEARING_SYSTEM_PROPRIETARY in VM.SEPA_RETURN table,10/9/23,0.00h,19.87h,,0.63h,,,,,0.58h,26.98h,71.57h,0.25h,,,,22391.00h,,
,EASYPAY-280,[DB] Add attribute comments for table VM.SEPA_SYSTEM_EVENT_NOTE,10/9/23,0.03h,23.17h,,,,,,,28.60h,67.35h,3.10h,0.05h,,,,22391.35h,,
,EASYPAY-278,Mass payment: update BICorBEI to AnyBIC on payment initation,10/16/23,0.00h,0.00h,,,,,,,2.10h,74.87h,236.27h,1.48h,,,,22220.03h,,
,EASYPAY-277,E-Invoice: close “Amphora“ channel in Operator Service Agreements // EE,11/16/23,0.28h,382.82h,,,,,,,672.00h,,,,,1.23h,,21480.88h,,
,EASYPAY-276,International form: update BICorBEI to AnyBIC on payment initation,10/19/23,0.00h,0.00h,16.80h,,,,,,20.07h,149.52h,213.63h,1.67h,,,,22154.58h,,
,EASYPAY-275,Smart form: update BICorBEI to AnyBIC on payment initation,10/13/23,0.02h,0.00h,,,,,,,23.13h,22.50h,189.13h,29.43h,,,,22292.10h,,
,EASYPAY-274,Update XSDs for RT1 up-loader,11/20/23,0.00h,139.75h,527.27h,0.10h,,,,,96.25h,212.57h,154.15h,120.48h,,,,21379.80h,,
Production bug,EASYPAY-273,"GIRO: customer can't execute giro payment, if there is comma in data",10/5/23,0.02h,0.00h,18.32h,,,,,,26.18h,118.67h,0.73h,4.23h,,,,22484.57h,,
,EASYPAY-272,[DB] grants on vm.sepa_post_address to mw_core user,9/28/23,0.00h,0.00h,,,,,,,0.00h,0.55h,4.82h,0.00h,,,,22652.20h,,
,EASYPAY-271,[DB]: add attributes to vm.vw_sepa_msg_copy_50,9/26/23,1.47h,0.00h,,,,,,,1.02h,19.60h,2.93h,3.40h,,,,22700.62h,,
,EASYPAY-252,Einvoices: incorrect result label is shown in xls and csv files in Invoice statement report,10/27/23,0.00h,835.13h,,,,,,,2.68h,69.28h,2.43h,23.90h,,,,21959.58h,,
,EASYPAY-251,[DB] Add abstract e-invoice attribute to GDW data loading interface einvoices.dw_einvoice,10/9/23,0.00h,0.10h,,235.17h,,,,,95.98h,23.63h,129.32h,18.15h,,,,22391.17h,,
,EASYPAY-250,[DB] Grant rights for monitoring user (TGT2 Uploader),9/29/23,0.00h,238.68h,,,,,,,1.45h,2.65h,1.77h,18.07h,,,,22634.55h,,
,EASYPAY-249,"P3P LT: In IB not working button ""Execute payment""",9/18/23,0.10h,0.00h,,,,,,0.05h,65.57h,2.22h,0.38h,0.00h,22.70h,,,22895.93h,,
,EASYPAY-253,iBank: update BICorBEI to AnyBIC on payment initation,10/24/23,0.00h,165.20h,,,,,,,286.02h,192.92h,319.17h,0.00h,,,,22027.77h,,
,EASYPAY-255,iBank: update address storing for creditor's structured address for old payment import file (v3),10/20/23,22.88h,168.22h,,,,,,,357.45h,239.82h,28.85h,72.55h,,,,22127.10h,,
,EASYPAY-268,DB: migrate structured address data to unstructured for foreign and domestic standing orders,10/20/23,0.00h,740.02h,,,,,,,148.47h,19.67h,24.08h,0.00h,,,,22129.70h,,
,EASYPAY-243,Update XSD for camt.052.001.10 in RT1,9/15/23,0.00h,16.35h,,0.02h,,,,,32.35h,137.47h,22.72h,1.05h,,,,22968.98h,,
,EASYPAY-384,iBank: send bank defined payments to Nice Actimize (LV),2/9/24,2114.13h,1197.30h,,,,,,,21.50h,196.33h,66.80h,268.60h,,,,19437.72h,,
,EASYPAY-383,iBank: navigate to SMART form from bank defined payments (LV),12/1/23,0.12h,2180.62h,,,,,,,0.38h,,,,,0.00h,,21121.42h,,
,EASYPAY-385,iBank: send GIRO payments to Nice Actimize (LT),1/15/24,3.18h,2252.83h,19.62h,,,,,,4.92h,742.67h,166.80h,80.13h,,,,20035.40h,,
,EASYPAY-386,iBank: navigate to SMART form from Giro and cart of payments (LT),1/8/24,3.47h,2180.58h,,,,,,,292.17h,218.50h,113.10h,289.12h,,,,20208.93h,,
,EASYPAY-382,iBank: send cart payments to Nice Actimize (LT),1/12/24,3.65h,2252.85h,3.38h,,,,,,3.98h,355.87h,569.23h,4.30h,,,,20112.78h,,
,EASYPAY-450,iBank: remove check for SEPA rulebook SysGlobal,4/5/24,3436.27h,1412.27h,,,,,,,118.72h,190.38h,54.97h,0.00h,,,,18093.48h,,
,EASYPAY-449,STAR: remove check for SEPA rulebook SysGlobal,4/5/24,3436.30h,1412.18h,,,,,,,1.93h,21.25h,340.92h,0.07h,,,,18093.48h,,
,EASYPAY-240,Update XSD for camt.087.001.06 in STEP2,9/7/23,0.00h,0.70h,,0.03h,,,,,171.48h,0.70h,0.00h,0.07h,,,,23156.30h,,
,EASYPAY-238,Update XSD for camt.056.001.08 in STEP2/RT1,9/6/23,0.02h,0.70h,,0.05h,,,,,97.45h,45.17h,0.00h,0.00h,,,,23185.93h,,
,EASYPAY-236,Update XSD for camt.029.001.09 in STEP2/RT1,9/7/23,0.02h,0.70h,,0.08h,,,,,100.60h,67.92h,0.00h,0.00h,,,,23160.03h,,
,EASYPAY-241,Update XSD for camt.027.001.07 in STEP2,9/7/23,0.02h,0.70h,,0.12h,,,,,166.83h,5.35h,0.00h,0.07h,,,,23156.30h,,
,EASYPAY-237,Update XSD for pacs.028.001.03 in RT1/STEP2,9/7/23,0.02h,0.70h,,0.15h,,,,,145.28h,26.58h,0.00h,0.00h,,,,23156.67h,,
,EASYPAY-239,Update XSD for pacs.004.001.09 in RT1,9/4/23,0.03h,0.72h,,0.17h,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
