Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Reopened,On Hold,To Do,Backlog,ON-HOLD testing,In Testing,Refined,In Development,Ready for test,Blocked,Selected for Development,In Progress,Waiting for acceptance,Done,Abandoned
,PAYME-1218,S3.3 - [ISO Exchange] Implement new xsd for CBPR+ pacs.008STP,10/1/25,1.50h,0.55h,1341.98h,,,,,,48.77h,22.77h,435.82h,2015.85h,,,,,5034.87h,
,PAYME-1150,[iBank] leftovers from saving foreign payments to DP table,5/15/25,0.25h,,0.05h,24.50h,,,,,8.10h,0.00h,330.15h,142.37h,,,,,8378.12h,
,PAYME-1212,S3.5 - [ISO Exchange] Implement new xsd for CBPR+ pacs.008 CORE,9/17/25,0.22h,26.87h,1532.72h,,,,,,10.15h,315.35h,2.88h,1574.83h,,,,,5370.20h,
,PAYME-1209,S3.5 - [FP] Disable sending manual MT202 in FP,9/24/25,0.27h,,2495.87h,,,,,,18.80h,0.00h,71.65h,1116.08h,,,,,5203.33h,
,PAYME-1149,[iBank] Problems with signing payment from the list,4/23/25,1.88h,,116.63h,,,,,,0.00h,0.00h,,0.00h,,,,,8906.05h,
,PAYME-1148,[iBank] payment data is not updated,4/24/25,0.00h,,96.30h,,,,,,5.53h,0.00h,0.02h,45.50h,,,,,8878.45h,
,PAYME-1147,[IPR-report final statuses] 7. Create API to collect payment information needed for pain.002,9/24/25,596.30h,,2324.87h,,,,,,0.00h,0.00h,142.18h,723.58h,0.00h,,,,5207.03h,
,PAYME-1146,Incorrect data shown in account statement payment details fields.,6/9/25,493.72h,174.12h,0.00h,116.03h,,,3.22h,,1.32h,0.00h,408.32h,94.47h,,,,,7775.88h,
,PAYME-1145,Missing Error Label: 13106 in iBank LV (GATE),5/15/25,162.57h,119.65h,,,,,3.23h,,402.63h,,0.00h,0.00h,0.00h,,,,8379.17h,
,PAYME-1143,[iBank] leftovers from saving foreign payments to DP table,4/24/25,2.42h,,0.00h,,,,,,28.32h,0.00h,40.43h,122.28h,,,,,8876.20h,
,PAYME-1142,[Core DB] Provide original outgoing payment data from DP (2),4/24/25,0.35h,,0.07h,,,,,,173.10h,0.00h,17.92h,1.27h,,,,,8877.00h,
Production bug,PAYME-1144,"STAR: during SEPA cross border transaction reprinting: wrong date in PDF- not actual date, but current date",6/13/25,0.00h,,24.10h,,,,,,101.85h,1004.98h,196.08h,68.05h,,,,,7675.67h,
Production bug,PAYME-1141,[iso-exchange] Vulnerability CVE-2025-24813; CVE-2025-22228,4/17/25,0.00h,,0.00h,,,,,,20.63h,0.00h,3.88h,0.00h,,,,,9049.43h,
,PAYME-1140,[iBank] error appears: possible SCAM attempt,4/18/25,0.03h,,19.18h,0.95h,,,,,28.72h,0.00h,5.13h,17.72h,,,,,9020.48h,
,PAYME-1227,S3.3 - [FP] Show hybrid address in original outgoing payment view,8/12/25,0.10h,,2255.37h,15.68h,,,,,100.30h,0.00h,138.18h,277.83h,71.65h,,,,6233.68h,
,PAYME-1139,[iBank] Provide SWIFT message copy for FPO,5/13/25,0.02h,,193.95h,,,,,,23.37h,0.00h,337.93h,118.97h,,,,,8425.02h,
,PAYME-1225,S3.6 - [EPE] Map hybrid address to domestic urgent payment message,8/28/25,0.20h,50.55h,2824.22h,,,,,,24.60h,96.80h,242.70h,0.15h,27.63h,,,,5850.55h,
,PAYME-1223,S3.6 - [FP] Send hybrid address from ISOX_2025_RELEASE_START,9/17/25,70.63h,,2133.88h,20.27h,,,,,652.27h,0.00h,92.23h,775.72h,,,,,5374.42h,
,PAYME-1223,S3.6 - [FP] Send hybrid address from ISOX_2025_RELEASE_START,9/17/25,70.63h,2133.88h,20.27h,,,0.00h,92.23h,775.72h,652.27h,,,5374.45h,,,,,,
Production bug,PAYME-1138,[payment-service] Hibernate produces lots of warnings of deprecated API usage,4/28/25,0.00h,0.00h,,,,259.52h,25.77h,121.47h,0.22h,,,8784.08h,,,,,,
Production bug,PAYME-1137,Revert major version update of netflix eureka,4/10/25,0.00h,0.00h,,,,0.00h,0.27h,0.00h,0.03h,,,9213.60h,,,,,,
,PAYME-1226,S3.4 - [FP] Map hybrid address to unstructured until ISOX_2025_RELEASE_START,8/19/25,185.52h,2302.98h,0.62h,,,0.00h,166.30h,280.52h,236.20h,,,6062.93h,,,,,,
,PAYME-1224,S3.5 - [FP] Change address validations for outgoing payments,8/27/25,115.32h,2442.70h,184.42h,2.27h,,0.00h,384.53h,111.85h,119.05h,,,5874.93h,,,,,,
,PAYME-1228,S3.3 - [FP] Change window of showing/editing ISO address details,9/1/25,116.02h,2013.38h,39.83h,0.00h,,0.00h,268.03h,765.12h,276.15h,,,5757.27h,,,,,,
,PAYME-1135,[openshift] Lower requested resources for payment services,4/9/25,0.00h,0.00h,,,,0.00h,2.00h,0.00h,0.00h,,,9236.58h,,,,,,
,PAYME-1114,S3.1 - [217][CORE DB]one time migration from THN schema to DP table,9/8/25,482.43h,0.00h,66.53h,,,503.95h,2159.98h,104.05h,282.25h,0.00h,,5592.30h,,,,,,
,PAYME-1112,[IPR-report final statuses] 4. Create API to get ISO status reason code and error description,5/22/25,0.55h,716.98h,,,,0.00h,52.45h,310.68h,0.05h,,,8205.50h,,,,,,
,PAYME-1111,LV mandatory creditor reference validation issue,,0.38h,9358.08h,,,,,,,,,,,,,,,,
Production bug,PAYME-1110,Issue opening old archived transaction details in the iBank.,,0.10h,9378.37h,,,,,,,,,,,,,,,,
,PAYME-1128,S3.5 - [STAR] [TEST] Postal address changes in Standing order agreement PDF - LT,8/15/25,0.17h,449.23h,,,,2065.98h,,698.38h,0.62h,,,6164.35h,,,,,,
,PAYME-1126,S3.5 - [STAR] Postal address changes in Standing order agreement PDF - LV,8/15/25,0.88h,449.20h,603.10h,,,2065.98h,,94.33h,1.62h,,,6164.30h,,,,,,
,PAYME-1119,S3.5 - [STAR] [TEST] Postal address changes in Standing order agreement PDF - EE,8/21/25,0.02h,449.27h,,1.45h,,2065.98h,,818.73h,19.53h,,,6025.10h,,,,,,
,PAYME-1109,"Ibank: cant edit, terminate application and soa",4/4/25,0.00h,4.48h,,,,0.00h,,13.90h,4.97h,,,9358.08h,,,,,,
Production bug,PAYME-1108,[Payment-services] Read timed out,4/3/25,0.00h,1.78h,,,,0.00h,2.27h,0.00h,3.30h,,,9379.27h,,,,,,
,PAYME-1107,[ibank-defined payments] check for vulnerability,4/8/25,0.00h,115.38h,,,,0.00h,25.40h,0.02h,0.82h,,,9263.53h,,,,,,
Production bug,PAYME-1105,Ibank LT - International payment's PDF reference number is visible while not provided,4/7/25,0.00h,23.65h,,,,0.00h,50.68h,72.25h,1.97h,,,9284.62h,,,,,,
,PAYME-1102,{CORE DB} grant rights to BPCS_PMNT_ORDER_DATA_MNGR_ROLE,4/1/25,0.40h,0.00h,,,,0.00h,0.00h,0.00h,22.38h,,,9431.07h,,,,,,
,PAYME-1101,[core-payment-order-data-manager] improve GET single payment endpoint with additional attributes,4/16/25,4.15h,19.62h,306.62h,,,0.00h,50.18h,2.10h,7.27h,,,9067.47h,,,,,,
,PAYME-1100,[217][iBank] Provide ISO message copy for FPO,6/9/25,0.05h,405.37h,,,,1176.98h,,0.07h,160.42h,,,7779.40h,,,,,,
,PAYME-1131,S3.5 - [STAR] Postal address changes in International payment PDF - EE,8/12/25,143.23h,330.52h,,121.05h,,1755.40h,75.55h,496.90h,193.82h,,170.72h,6236.93h,,,,,,
,PAYME-1130,S3.5 - [STAR] Postal address changes in International payment PDF - LV,8/29/25,140.75h,330.52h,617.27h,123.53h,,1708.82h,174.73h,468.77h,77.80h,,54.55h,5827.37h,,,,,,
,PAYME-1120,S3.5 - [STAR] Postal address changes in International payment PDF - LT,7/30/25,140.15h,330.52h,,124.13h,,1662.53h,86.40h,546.23h,27.27h,,56.73h,6550.15h,,,,,,
,PAYME-1123,[STAR] Postal address changes in Domestic payment PDF - EE,5/29/25,145.67h,313.55h,,135.58h,,550.60h,292.15h,20.73h,31.20h,,,8034.63h,,,,,,
,PAYME-1118,[STAR] Postal address changes in Domestic payment PDF - LV,5/30/25,140.67h,330.52h,,123.63h,,749.93h,136.67h,26.90h,1.05h,,,8014.78h,,,,,,
,PAYME-1121,[STAR] Postal address changes in Domestic payment PDF - LT,5/30/25,139.10h,330.52h,,125.22h,,697.23h,145.53h,51.98h,19.77h,,,8014.80h,,,,,,
,PAYME-1122,[STAR] Postal address changes in Print transactions,7/3/25,121.80h,330.55h,,142.65h,,910.48h,463.02h,20.50h,338.82h,,,7196.52h,,,,,,
,PAYME-1208,[CORE DB] Disable sending MT103 and MT202 messages in FP,11/7/25,794.40h,2639.95h,,,,1795.30h,54.38h,17.65h,3.13h,,,4150.48h,,,,,,
Production bug,PAYME-1099,PROD: Payment monitoring query needs tuning,4/29/25,767.18h,0.08h,,,,,,,,,,8760.53h,,,,,,
,PAYME-1097,Life improvements and maintenance,,0.75h,0.00h,,,,,263.55h,0.00h,0.00h,,0.00h,9287.98h,,,,,,
,PAYME-1129,[STAR] Postal address changes on Foreign payment authorization page,7/25/25,143.17h,330.50h,3.72h,143.32h,,1343.03h,409.45h,313.97h,50.63h,,54.55h,6753.90h,,,,,,
,PAYME-1125,S3.3 - [STAR] Postal Address changes for Foreign standing order agreement,8/11/25,118.70h,330.50h,,167.92h,,1780.57h,354.00h,221.67h,261.77h,,,6263.30h,,,,,,
,PAYME-1132,[STAR] Postal address changes for Domestic standing order agreement,6/3/25,118.72h,330.50h,,167.92h,,359.03h,52.60h,236.18h,365.13h,,,7916.37h,,,,,,
,PAYME-1127,S3.3 - [STAR] Postal address changes for Predefined foreign payments,7/30/25,118.75h,330.50h,,167.92h,,1178.83h,215.38h,647.90h,246.22h,,94.13h,6546.83h,,,,,,
,PAYME-1124,[STAR] Postal address changes for Predefined domestic payments,6/4/25,118.77h,330.50h,,167.92h,,410.48h,163.88h,438.58h,26.32h,,,7890.03h,,,,,,
,PAYME-1115,S3.3 - [STAR] Postal address changes for Foreign payment,8/27/25,120.17h,330.52h,68.63h,167.92h,,24.52h,1684.45h,268.00h,860.35h,,165.68h,5880.67h,,,,,,
,PAYME-1116,[S2.3] [STAR] Postal address changes for Domestic payment,4/30/25,119.20h,68.07h,,167.95h,,0.00h,291.35h,24.83h,142.93h,,,8732.62h,,,,,,
,PAYME-1117,[CORE DB] Create sysglobal USTRD_ADDRESS_END,4/10/25,21.58h,307.83h,,,,0.00h,1.15h,1.73h,0.18h,,,9214.52h,,,,,,
,PAYME-1133,[CORE DB] Create sysglobal ISOX_2025_RELEASE_START,4/10/25,21.63h,307.83h,,,,0.00h,0.73h,2.17h,0.18h,,,9214.52h,,,,,,
Production bug,PAYME-1096,EE: Cannot put both fields description and a reference number for Domestic standing order in STAR,3/28/25,0.00h,18.23h,,,,47.80h,23.97h,2.08h,1.63h,,,9524.58h,,,,,,
,PAYME-1134,[CORE DB] Add/ map TPH error messages to CORE DB,6/11/25,1606.07h,0.00h,,,,263.97h,0.60h,20.97h,3.43h,,,7723.95h,,,,,,
Test,PAYME-1093,TC5 [PAYME-1005] AC5: Invalid payment ID format,4/1/25,189.60h,,,,,,,,,,,9430.95h,,,,,,
Test,PAYME-1092,TC4 [PAYME-1005] AC4: Payment ID not found,4/1/25,188.32h,,,,,,,,,,,9432.25h,,,,,,
Test,PAYME-1091,TC3 [PAYME-1005] AC3: Payment ID found in DP_ARH,5/30/25,1602.47h,,,,,,,,,,,8018.10h,,,,,,
Test,PAYME-1089,TC1 [PAYME-1005] AC1: Successful retrieval of payment order data,5/29/25,1583.18h,,,,,,,,,,,8037.40h,,,,,,
,PAYME-1088,[CORE DB] grant rights to MW_CORE,3/25/25,0.00h,0.00h,,,,0.00h,3.92h,0.00h,21.75h,,,9598.32h,,,,,,
Production bug,PAYME-1095,"[iBank] Missing ""Message copy"" button for SWIFT payments",3/28/25,0.00h,23.55h,,,,30.23h,47.72h,0.00h,0.00h,,,9522.77h,,,,,,
,PAYME-1272,S3.4 - iBank: update how currency exchange operation is executed from List of payments,9/17/25,0.00h,2897.93h,,0.08h,,0.00h,1085.90h,233.92h,49.63h,,,5375.50h,,,,,,
,PAYME-1080,[217][bank-components] Add missing mappings,3/31/25,0.00h,0.00h,,,,0.00h,162.28h,99.95h,0.00h,,,9452.75h,,,,,,
,PAYME-1079,[core-payment-order-data-manager] create api endpoint for duplicity check,5/9/25,18.35h,96.02h,,387.30h,,2.42h,195.18h,37.95h,333.50h,,122.30h,8522.30h,,,,,,
,PAYME-1077,[core-payment-order-data-manager] improve GET payment ID endpoint response with additional attributes,4/3/25,0.25h,100.57h,,0.07h,,17.25h,50.23h,0.75h,166.05h,,,9385.90h,,,,,,
Test,PAYME-1075,TC2 [PAYME-1071] AC2: Record Not Found in DP but Found in DP_ARH,3/20/25,23.43h,,,,,,,,,,,9717.97h,,,,,,
Test,PAYME-1074,TC1 [PAYME-1071] AC1: Valid ID,3/19/25,1.85h,,,,,,,,,,,9739.57h,,,,,,
,PAYME-1073,[CORE DB] grant rights to role BPCS_PMNT_ORDER_DATA_MNGR_ROLE v2,3/24/25,0.00h,0.00h,,,,0.00h,0.50h,0.00h,122.27h,,,9620.02h,,,,,,
Production bug,PAYME-1087,[STAR] Empty spaces at the end of unstructured address are not removed,3/28/25,16.88h,119.08h,,,,0.00h,77.22h,0.98h,23.23h,,,9524.30h,,,,,,
,PAYME-1371,STAR - Print transactions - payment type label update,9/11/25,0.00h,3526.07h,,646.43h,,0.00h,22.55h,49.68h,0.78h,,,5520.38h,,,,,,
Production bug,PAYME-1072,Re-implementation of LV mandatory creditor reference validation,4/4/25,162.83h,0.00h,,,,0.00h,239.08h,0.92h,26.50h,,,9358.15h,,,,,,
,PAYME-1071,[core-payment-order-data-manager] improve GET status endpoint with additional attributes,3/20/25,0.20h,19.42h,,1.88h,,0.00h,26.02h,1.07h,23.48h,,,9717.95h,,,,,,
Production bug,PAYME-1070,[CCA API] details length issue vm.korresp_toiming.maksuaine,4/7/25,1.47h,331.30h,28.72h,,,0.28h,28.35h,41.93h,69.22h,,,9289.02h,,,,,,
,PAYME-1069,[endpoints call part] Validate pain.001 file content,3/18/25,0.02h,0.00h,,,,0.00h,24.10h,,,,,9768.77h,,,,,,
,PAYME-1066,[CORE DB] grant rights to role BPCS_PMNT_ORDER_DATA_MNGR_ROLE,4/3/25,480.30h,0.00h,,,,1.80h,0.58h,0.00h,25.08h,,,9382.55h,,,,,,
,PAYME-1065,[CORE DB] grant rights to role BPCS_PMNT_ORDER_DATA_MNGR_ROLE,3/14/25,18.93h,0.00h,,,,0.00h,0.00h,0.00h,21.05h,,,9865.57h,,,,,,
Test,PAYME-1051,TC5 [PAYME-1008] AC5: Record Not Found in DP but Found in DP_ARH,3/6/25,1.52h,,,,,,,,,,,10051.25h,,,,,,
Test,PAYME-1050,TC4 [PAYME-1008] AC4: Database Error,3/6/25,0.85h,,,,,,,,,,,10051.93h,,,,,,
Test,PAYME-1049,TC3 [PAYME-1008] AC3: Invalid ID Format,3/6/25,1.35h,,,,,,,,,,,10051.43h,,,,,,
Test,PAYME-1048,TC2 [PAYME-1008] AC2: Non-existent ID/Record Not Found in Both DP and DP_ARH,3/6/25,0.70h,,,,,,,,,,,10052.10h,,,,,,
Test,PAYME-1047,TC1 [PAYME-1008] AC1: Valid ID,3/6/25,0.53h,,,,,,,,,,,10052.30h,,,,,,
,PAYME-1546,[core-payment-order-data-manager] * Create endpoint for updating mass payment header,3/9/26,1125.37h,2116.77h,41.85h,92.55h,,24.45h,284.88h,706.97h,285.83h,2.23h,1871.27h,1218.00h,2280.60h,,,,,
,PAYME-1044,STAR LT: add new labels in einvoice's creation,3/24/25,0.00h,45.27h,,,,0.00h,24.25h,433.18h,0.60h,,,9619.33h,,,,,,
,PAYME-1056,[IPR-report final statuses] 10. Publish pain.002 information to Kafka topic,9/24/25,1753.95h,2684.40h,,,,0.00h,24.40h,534.18h,0.00h,,,5202.72h,,,,,,
,PAYME-1057,[IPR-report final statuses] 8. [Dependant on VDE19-125] Start preparing report: get details of the list of payments,9/1/25,1754.37h,2590.38h,,,,0.00h,93.97h,0.00h,0.00h,,,5761.33h,,,,,,
,PAYME-1053,[IPR-report final statuses] 9. Compose pain.002,9/24/25,1754.42h,2611.73h,,,,0.00h,173.22h,458.00h,0.00h,,,5202.70h,,,,,,
,PAYME-1036,[STAR] European FSO: SWIFT is updated - no info about it in final page/no error,3/12/25,209.55h,0.00h,,4.83h,,0.00h,93.32h,24.22h,2.38h,,,9908.87h,,,,,,
,PAYME-1038,[CCA API] idempotency functionality adjustment,3/18/25,0.00h,173.70h,1.43h,,,0.17h,50.55h,66.27h,236.35h,,,9768.88h,,,,,,
Production bug,PAYME-1064,The e-invoice service fee calculation does not take into account the exception if the e-invoice recipient's address is the registration number,3/31/25,0.07h,478.53h,,,,0.00h,44.68h,269.63h,161.25h,,,9458.07h,,,,,,
Production bug,PAYME-1045,"Ibank: When making an international payment in foreign currency, the balance is displayed for firstly selected currency",3/7/25,0.00h,506.02h,,,,0.00h,41.63h,5.23h,1.98h,,,10026.83h,,,,,,
Production bug,PAYME-1028,Increase gateway and form service pods per cluster,2/14/25,0.00h,0.00h,,,,0.00h,46.28h,0.00h,0.00h,,,10535.82h,,,,,,
,PAYME-1025,Update bank-components in payment-services,2/12/25,0.00h,0.00h,,,,0.03h,1.00h,0.00h,17.40h,,,10583.98h,,,,,,
,PAYME-1024,"[Waits E-2-E testing, currently on hold] Save API data to database",3/14/25,215.08h,0.00h,214.27h,,,0.00h,284.07h,27.25h,0.35h,,,9864.47h,,,,,,
,PAYME-1023,[Investigation] Investigate possible improvements for deploying openshift applications to PROD,3/24/25,170.88h,0.00h,,,,0.00h,140.50h,0.00h,771.42h,,,9619.55h,,,,,,
,PAYME-1033,[IBANK] private user future value date currency exchange saving to list of payments issue,2/27/25,0.13h,411.32h,,,,0.42h,2.07h,15.92h,48.93h,,,10225.40h,,,,,,
,PAYME-1027,[iBank] Privates can't sign all currency payments from list,2/25/25,0.15h,140.13h,22.92h,44.55h,,0.00h,103.80h,18.42h,119.88h,,,10272.70h,,,,,,
,PAYME-1030,"[iBank] Tech error appears, when there is a currency conversion of a currency that is not currently available",3/5/25,0.52h,282.50h,,47.37h,,119.30h,32.88h,118.08h,46.22h,,,10077.03h,,,,,,
,PAYME-1017,iBank: when going to currency exchange from list of payments - amount should be prefilled,2/20/25,0.00h,2.95h,,,,21.08h,287.00h,24.22h,28.28h,,,10387.78h,,,,,,
,PAYME-1018,iBank: enhance currency exchange flow - prefill amount in currency exchange,3/7/25,0.00h,3.10h,54.28h,,,337.18h,213.78h,105.58h,5.90h,,,10031.57h,,,,,,
,PAYME-1016,iBank: do not ask for amount confirmation in international payments for private and corporate customers,2/21/25,6.88h,3.00h,1.25h,0.00h,,139.88h,40.87h,11.72h,183.97h,,,10364.22h,,,,,,
,PAYME-1015,[FP] VVMK batch is stuck when processing empty tag in XML,2/14/25,0.00h,0.00h,,,,0.00h,,46.65h,191.40h,,,10537.40h,,,,,,
Production bug,PAYME-1068,Accept for incoming instant payment cannot be sent out because of faulty symbol '&',3/20/25,0.00h,930.33h,,,,0.00h,97.40h,2.05h,47.67h,,,9717.55h,,,,,,
,PAYME-1014,[CORE DB] make dp.creditor_bank_code nullable,2/3/25,0.78h,0.00h,,,,0.00h,26.90h,69.07h,4.03h,,,10796.67h,,,,,,
,PAYME-1067,[ibank-defined payments] check for vulnerability,4/2/25,358.60h,0.00h,18.52h,0.00h,,748.33h,309.43h,23.27h,128.97h,,,9403.20h,,,,,,
,PAYME-1012,[core-payment-order-data-manager] update single outgoing payment order,6/11/25,457.45h,120.50h,,723.95h,,399.88h,152.47h,1050.68h,294.48h,,,7722.20h,,,,,,
,PAYME-1009,[core-payment-order-data-manager] store mass payment header,5/29/25,909.53h,287.13h,67.47h,123.73h,,43.72h,208.57h,916.87h,324.35h,,23.63h,8035.18h,,,,,,
,PAYME-1008,[core-payment-order-data-manager] create api endpoint to retrieve status of single payment order,3/12/25,382.63h,21.47h,,335.42h,,3.88h,117.37h,2.65h,167.65h,,,9909.12h,,,,,,
,PAYME-1007,[core-payment-order-data-manager] create API endpoint to retrieve basic data of multiple payment orders,5/19/25,1178.25h,288.97h,,67.42h,,0.00h,335.57h,648.77h,143.32h,,0.00h,8278.00h,,,,,,
,PAYME-1006,[core-payment-order-data-manager] insert single outgoing payment order,6/9/25,909.40h,71.37h,294.67h,4.78h,,403.22h,447.25h,677.03h,357.83h,,,7774.72h,,,,,,
,PAYME-1005,[core-payment-order-data-manager] create api endpoint to retrieve full data of single payment order,5/30/25,815.05h,137.70h,,52.07h,,0.00h,385.90h,487.73h,1043.90h,,,8017.97h,,,,,,
,PAYME-1004,[CORE DB] grant rights to role BPCS_PMNT_ORDER_DATA_MNGR_ROLE v.2,1/30/25,0.23h,0.00h,,,,0.00h,0.00h,19.25h,25.25h,,,10896.18h,,,,,,
,PAYME-999,[217][DB CORE] Search duplicate payment,5/2/25,1847.32h,0.02h,156.25h,,,26.45h,17.05h,201.32h,30.38h,,,8685.18h,,,,,,
,PAYME-998,[217][DB CORE] [iBank] Delete payment,6/19/25,2182.90h,0.00h,377.27h,0.00h,,163.30h,361.32h,77.22h,269.48h,,,7532.48h,,,,,,
,PAYME-997,[217][DB CORE] Payment accepting and processing,7/9/25,189.07h,0.00h,24.73h,,,22.08h,1729.72h,893.05h,1054.55h,,,7050.78h,,,,,,
,PAYME-996,[217][DB CORE] Payment searching,4/24/25,1841.68h,0.00h,,,,0.00h,33.13h,19.32h,193.52h,,0.00h,8876.38h,,,,,,
,PAYME-995,[217][CORE DB] Payment restoring,6/16/25,1847.40h,0.02h,,,,27.68h,502.65h,332.32h,650.07h,,,7603.92h,,,,,,
,PAYME-994,[217][CORE DB] Payment validation debt cred data,6/11/25,187.82h,0.00h,119.10h,,,0.00h,1320.65h,674.98h,598.10h,,405.30h,7730.12h,,,,,,
,PAYME-993,[217][DB CORE] Payment validation,6/3/25,74.33h,0.00h,,,,0.00h,1362.15h,29.22h,1174.58h,,405.30h,7918.50h,,,,,,
,PAYME-992,[217][bank-components] Set DP.CREDITOR_BANK_CODE as null when there is no IBAN,6/12/25,0.00h,189.05h,43.83h,,,1391.18h,885.40h,165.75h,752.60h,,,7705.83h,,,,,,
,PAYME-991,[CORE DB] create sequence for PAYMENTS.PAYMENT_PARTY_IDENTIFIER group SID,1/29/25,0.00h,0.00h,,,,0.00h,0.47h,25.17h,123.27h,,,10914.08h,,,,,,
,PAYME-990,Retest previously closed tasks,1/23/25,0.05h,0.00h,,,,0.00h,,0.00h,26.93h,,,11061.57h,,,,,,
,PAYME-1059,[IPR-report final statuses] 6. [Dependant on VDE19-125] ] Create API to update status report information,5/29/25,1819.48h,716.97h,167.70h,,,25.67h,26.78h,308.27h,2.37h,,0.00h,8037.90h,,,,,,
,PAYME-1039,Create API to update payment file status,3/14/25,998.92h,0.00h,,,,0.00h,222.90h,18.93h,0.00h,,,9864.50h,,,,,,
,PAYME-1022,Update BPAY repos to use gradle-7,2/14/25,21.48h,340.02h,,0.00h,,112.55h,101.77h,0.00h,0.00h,,,10530.93h,,,,,,
,PAYME-1058,[IPR-report final statuses] 5. [Dependant on VDE19-125] Publish pain.002 (formed from memory) information to Kafka topic,9/24/25,4438.40h,770.82h,,,,0.00h,71.33h,652.22h,0.00h,,,5202.68h,,,,,,
,PAYME-1055,[IPR-report final statuses] 2. Store pain.002 to filebarn,9/2/25,1849.85h,356.32h,,,,1324.37h,1770.97h,96.30h,0.00h,,,5737.70h,,,,,,
,PAYME-1054,S4.2 - [IPR-report final statuses] 1. Compose pain.002 for rejected file or batch (from data stored in memory),9/24/25,2258.12h,0.00h,,191.82h,,451.82h,530.93h,2134.42h,313.57h,,,5206.85h,,,,,,
,PAYME-988,[STAR] Show TPH payments in star report,2/7/25,0.00h,190.72h,,70.45h,,0.00h,216.82h,4.60h,42.63h,,,10704.12h,,,,,,
,PAYME-987,[CORE DB] Swedbank Finnish branch removal from Swedbank Group payments,1/16/25,1.02h,0.00h,,,,0.00h,0.65h,4.23h,0.40h,,,11226.78h,,,,,,
,PAYME-1001,[core-payment-order-initiator] create rest api endpoint to initiate payment order,,11251.68h,,,,,,,,,,,,,,,,,
,PAYME-986,[PaymentForms] Remove usage of sysglobal of SEPA flow merge launch,1/28/25,22.30h,0.00h,,,,0.00h,119.85h,28.78h,142.35h,,,10942.67h,,,,,,
,PAYME-984,[CORE DB] add new DP and DP_ISO columns to archive views,1/22/25,1.32h,0.00h,,,,0.00h,0.00h,160.25h,24.37h,,,11088.75h,,,,,,
,PAYME-983,[CORE DB] PAYMENTS views,1/21/25,0.00h,0.00h,,,,0.00h,2.45h,47.05h,112.95h,,,11113.13h,0.08h,,,,,
,PAYME-982,[CORE DB] SWEDBANK_GATEWAY views,1/27/25,0.68h,0.00h,,,,0.00h,43.58h,263.78h,0.78h,,,10967.52h,,,,,,
,PAYME-981,[CORE DB] CREBIT views,1/15/25,0.85h,0.00h,,,,0.00h,1.67h,1.50h,18.95h,,,11255.83h,,,,,,
,PAYME-980,"[217][SGW] Initiate, execute outgoing international payment",,2830.47h,0.00h,,,,48.12h,552.78h,,,,477.70h,7369.97h,,,,,,
,PAYME-979,[CORE DB] CORESRV views,1/16/25,0.07h,0.00h,,,,0.00h,1.38h,3.98h,44.90h,,,11229.08h,,,,,,
,PAYME-978,[monitoring] Dashboard queries are missing and some metrics in prod,1/15/25,0.00h,0.00h,,,,0.00h,23.88h,0.00h,3.88h,,,11252.97h,,,,,,
,PAYME-976,[CORE DB] grant select rights on sequences to role BPCS_PMNT_ORDER_DATA_MNGR_ROLE,1/15/25,0.55h,0.00h,,,,0.00h,1.15h,4.60h,17.47h,,,11257.57h,,,,,,
Production bug,PAYME-1019,[iBank] When signing imported payments for execution full amount (including the defective payments) is sent for the confirmation.,2/14/25,0.00h,567.63h,,,,0.00h,120.57h,1.35h,74.53h,,,10533.10h,,,,,,
Production bug,PAYME-1043,"[STAR PB] Show active E-invoice automated payment agreement in ""Applications and agreements"" menu in case Seller agreement is closed",4/1/25,842.40h,379.08h,,,,0.00h,28.17h,428.02h,193.97h,,,9431.12h,,,,,,
,PAYME-975,(Core reports) Adjust 'PROD EE/LV/LT big dom pmts' reports,1/24/25,70.20h,4.82h,,,,41.90h,6.40h,170.25h,44.85h,,,11036.48h,,,,,,
